x,y,z
0.01,5.05,10.13
0.35,4.53,9.86
0.52,5.22,10.13
-2.24,-0.84,5.00
-0.17,0.20,6.80
-0.34,-0.67,4.82
0.35,5.57,10.04
-1.03,3.31,5.63
0.35,5.05,9.95
0.70,6.09,9.05
5.53,0.37,5.81
4.15,0.72,5.09
-0.69,-1.36,8.78
-3.45,-6.04,9.32
-4.49,-4.13,8.60
0.52,0.54,6.17
-3.45,-5.87,6.89
0.35,0.37,4.91
-0.34,-5.52,5.00
-0.86,0.54,5.18
0.70,0.89,5.00
1.73,2.28,5.00
0.70,0.89,5.00
0.70,4.70,5.09
1.56,2.97,6.71
0.01,2.97,4.91
-8.98,-0.15,5.63
2.08,1.76,5.09
0.52,0.72,5.00
-2.07,-3.09,4.64
0.01,0.02,5.00
-2.41,-2.23,7.07
-5.69,-1.71,9.86
0.01,-4.83,10.04
-0.51,-0.15,5.00
-2.76,0.37,7.43
-3.79,-3.96,6.35
0.35,5.05,9.95
0.70,2.62,9.05
-0.17,-0.15,5.18
0.18,0.02,9.95
0.52,-1.71,10.40
-0.17,-1.36,9.95
-1.72,-3.79,9.77
0.70,0.37,9.95
-0.51,-4.65,9.95
-1.38,-2.23,9.41
-2.07,-6.04,9.23
-1.55,-9.16,9.23
0.87,0.37,6.17
1.21,0.37,6.08
1.04,0.37,5.45
0.01,4.70,6.98
-0.69,-0.15,5.18
-0.86,-0.15,4.91
0.18,0.89,6.80
0.35,3.66,6.17
5.19,1.76,7.61
2.08,5.39,8.15
-0.86,1.93,5.18
-0.17,-0.50,5.00
1.39,-0.84,5.27
-2.59,2.10,6.17
0.35,5.05,9.95
1.21,-0.32,4.64
-0.17,1.41,8.33
-2.24,-3.27,4.73
-9.84,6.43,3.29
-2.76,-6.91,7.88
-1.72,-6.56,5.36
-1.55,-8.98,8.96
-3.10,-6.21,9.32
-1.20,-1.71,4.82
0.35,0.02,5.27
1.04,0.54,6.17
-2.59,-2.23,5.45
0.87,0.20,5.90
1.91,0.89,5.00
0.35,5.05,9.95
0.70,0.20,5.54
0.35,5.05,9.95
0.35,5.05,9.95
0.52,0.02,6.08
-0.51,-0.15,5.18
0.18,0.02,5.00
0.35,5.05,9.95
-0.17,0.20,4.37
-0.69,0.20,6.71
0.01,-0.15,9.95
0.01,-0.15,9.95
0.35,-2.58,10.22
-0.17,-4.83,9.95
0.01,-5.87,9.95
-5.69,-6.21,10.13
0.18,0.02,5.27
0.35,0.02,5.63
0.35,0.02,5.27
0.70,0.54,4.91
0.70,0.72,4.91
0.52,0.72,5.00
3.29,-3.96,4.01
0.01,0.72,4.91
-0.69,-4.48,5.27
0.01,0.02,4.91
1.04,0.54,6.17
-4.14,1.24,9.05
0.35,-2.40,10.04
-2.93,-6.39,9.41
-0.34,-5.87,9.95
-2.41,-6.39,9.23
-2.93,-1.71,9.41
-2.59,-6.21,9.32
-2.41,-6.39,9.23
-3.10,-6.21,9.32
-2.41,-3.79,4.82
-2.41,-3.79,6.17
-4.66,-3.09,4.64
0.35,0.54,5.00
0.18,0.37,5.00
0.35,0.20,4.91
0.52,0.72,5.00
-5.87,-3.44,5.27
-8.11,2.10,6.71
-6.04,-5.17,9.59
-2.93,-6.04,9.41
1.21,0.37,6.08
-3.28,-3.79,5.81
0.87,0.54,6.62
1.04,0.54,6.17
-3.79,-6.21,8.69
-3.97,-6.04,8.15
-2.93,-6.04,9.32
-3.79,-7.25,9.86
-3.62,-6.21,9.50
-3.97,-7.43,9.41
-5.69,-5.52,10.40
-3.62,-6.39,8.87
-1.89,-4.65,5.00
-10.36,7.47,3.74
-3.28,-2.92,-0.22
1.39,0.72,0.05
-2.24,-3.96,5.18
-2.76,-4.48,5.00
-3.45,-6.39,6.98
-1.03,0.02,5.36
0.35,0.02,6.53
0.18,0.02,6.08
0.87,0.54,6.17
0.01,-0.15,7.16
-0.17,0.02,6.98
0.87,0.20,6.71
0.01,-0.15,6.53
-0.86,0.72,8.33
-0.51,-0.84,5.00
0.35,0.54,5.00
0.70,0.89,5.00
1.04,0.54,5.81
-4.49,-3.44,7.88
1.21,0.37,6.08
0.01,-0.32,6.71
0.01,0.02,5.00
4.67,0.37,5.72
0.01,0.37,5.36
0.18,0.20,4.73
1.04,0.37,6.35
0.87,0.20,7.52
1.04,0.20,7.97
1.04,0.20,7.61
-3.79,-4.65,5.45
-0.51,-5.69,5.09
-2.41,-5.00,4.82
-4.14,-4.13,4.19
0.01,0.37,7.52
-2.07,0.02,5.27
0.52,0.20,5.45
0.18,0.02,5.27
0.35,0.02,5.27
-4.49,-4.48,6.53
0.35,4.01,9.59
1.04,0.37,5.81
0.87,0.54,6.26
2.08,0.89,5.00
0.87,0.72,4.91
-0.51,-0.15,4.82
-1.89,0.72,5.81
0.18,0.02,5.00
-0.17,3.83,6.35
1.56,6.09,9.05
4.32,-0.50,4.46
0.18,6.26,9.50
0.18,6.95,10.22
1.39,1.93,6.17
0.35,5.57,7.25
3.29,2.45,4.82
0.70,6.26,8.06
0.52,5.22,6.89
-0.17,3.66,9.50
0.52,6.95,10.31
-1.38,2.97,8.78
0.01,6.78,9.95
0.35,5.05,9.95
0.35,0.20,5.18
1.04,0.54,6.26
1.04,0.54,6.26
-5.52,-4.65,8.87
-1.55,-4.65,9.77
0.35,-1.36,10.22
0.18,0.37,9.68
1.04,0.54,6.26
0.35,0.02,5.63
1.04,0.37,6.80
-1.72,0.02,4.64
-0.34,0.37,6.44
-0.34,0.02,6.80
1.73,0.89,4.91
0.70,0.89,5.00
1.21,0.54,6.26
2.08,0.89,6.53
1.56,0.89,4.91
0.01,1.24,6.35
-2.07,-0.15,4.01
-0.51,0.20,4.19
1.21,0.54,4.82
5.01,0.20,5.36
4.50,0.54,5.27
0.35,0.72,5.09
5.53,0.54,5.99
5.19,-0.50,4.64
-0.51,-0.15,5.45
-0.17,-0.15,5.27
-1.55,0.02,4.82
2.08,0.72,6.08
-1.55,-2.58,5.54
-1.20,-0.15,3.29
-6.56,-8.81,3.47
-6.90,-8.29,3.65
0.70,0.89,0.05
-0.69,0.54,4.73
-0.86,1.06,5.36
5.71,-0.50,4.91
1.39,0.37,6.44
-2.07,0.54,6.08
-1.38,-6.21,8.96
-0.69,-0.32,4.91
-0.34,-0.15,4.46
0.70,6.61,10.04
-1.20,4.18,7.07
0.52,5.22,10.13
0.01,6.43,9.68
0.52,5.22,10.13
0.18,4.87,9.95
0.18,0.02,5.00
0.35,0.02,5.36
0.18,0.02,5.00
0.35,0.02,5.27
-0.34,-0.50,4.91
0.52,0.89,5.00
-0.34,-0.15,7.43
2.25,1.76,6.53
0.18,3.31,9.41
1.21,1.24,5.72
-0.86,3.66,9.59
2.94,0.54,4.91
2.08,0.54,4.91
0.01,4.87,6.08
1.39,-0.15,6.44
1.21,4.87,5.81
2.42,2.45,6.53
1.91,2.28,6.35
-0.34,1.76,8.33
2.25,0.89,5.99
0.35,5.05,9.95
-0.69,6.43,9.86
0.01,6.61,9.68
0.18,6.61,9.68
0.35,7.30,10.13
0.35,6.95,10.22
0.18,7.13,10.04
0.35,5.05,9.95
-0.34,6.61,9.86
0.18,6.61,9.59
-0.17,6.61,9.95
0.87,6.09,8.87
5.71,1.06,8.24
2.60,4.01,5.63
6.74,4.01,9.68
2.08,5.74,7.79
-0.34,-0.15,5.90
1.73,0.54,7.07
1.91,3.66,6.26
0.01,6.43,9.68
-0.17,0.20,5.54
0.18,5.57,9.86
-0.69,-0.15,5.09
-0.86,-0.32,5.09
-0.17,-0.84,10.04
-1.20,-4.31,9.77
-1.55,-3.61,9.77
-2.24,-7.60,9.32
0.01,-5.69,9.86
-2.93,-6.39,7.70
-2.76,-6.73,6.44
-1.55,-8.81,5.63
-4.14,-6.04,8.15
-0.86,0.37,5.00
-3.10,-3.79,4.64
0.70,0.89,5.00
0.35,0.54,4.91
-4.83,-5.52,7.88
-2.41,-5.35,9.41
-2.59,-6.04,9.14
-0.86,-5.35,5.90
-1.72,-2.58,4.73
0.87,0.54,6.17
0.35,5.05,9.95
0.35,5.05,9.95
-0.51,0.37,4.19
-0.17,-0.15,5.54
1.91,0.54,5.45
0.18,0.02,5.99
-0.34,-0.15,5.09
3.98,2.62,6.44
0.18,5.39,7.61
3.11,5.05,6.71
1.73,5.39,8.15
0.35,6.43,9.59
5.19,1.24,6.53
3.11,3.49,5.99
2.77,3.66,5.99
0.01,5.05,7.97
-0.34,5.57,8.69
3.29,3.66,6.35
1.39,4.53,7.16
4.67,2.28,7.43
0.18,0.20,9.95
-0.34,-0.15,5.18
0.01,5.57,8.33
-0.34,-0.15,5.18
0.35,5.05,9.95
0.87,0.54,6.17
0.70,0.72,5.90
-1.03,0.54,5.27
-2.93,-4.65,4.91
-0.17,-0.32,4.91
0.70,0.54,4.91
0.52,0.72,5.00
0.35,-0.15,5.09
-1.38,1.06,5.99
-1.20,-0.50,3.92
0.35,6.43,2.75
4.84,0.37,4.37
2.08,2.45,6.89
2.42,0.89,5.63
2.08,0.54,5.54
1.21,0.54,6.26
0.01,0.02,5.00
0.70,0.54,10.04
5.36,0.37,5.09
3.63,0.72,5.99
0.35,0.54,8.24
-1.89,-0.15,4.10
-5.18,-4.48,8.15
0.18,0.37,4.91
-1.03,-1.19,5.00
0.35,-0.15,5.18
-0.86,1.58,0.95
0.01,0.89,0.23
-1.03,-2.06,1.31
2.08,-0.32,1.31
0.18,-0.15,5.00
0.52,0.37,5.00
1.39,0.89,5.00
1.21,0.37,6.08
-0.34,0.02,5.00
0.70,0.37,5.36
-2.59,2.28,7.43
1.21,0.37,6.53
0.70,0.54,4.91
-2.07,-3.61,4.64
-2.59,-6.04,8.96
-3.62,-3.96,6.35
0.18,0.02,5.27
0.01,-0.15,5.90
0.01,0.02,5.00
-0.34,0.02,4.46
-0.17,-0.84,10.04
5.71,-3.09,9.77
5.19,-5.17,10.04
0.52,0.72,6.26
1.04,0.20,4.37
0.52,1.41,5.18
2.42,3.49,6.08
0.52,0.02,6.17
-0.51,-5.35,8.78
0.18,0.02,5.00
0.52,0.02,5.36
0.35,5.05,9.95
-1.55,-0.15,4.55
1.04,0.54,6.26
0.01,-6.91,5.27
1.39,0.54,5.09
-1.03,0.20,4.37
5.71,-0.15,4.91
-0.69,-0.15,5.18
5.36,0.37,5.18
-2.59,-5.69,3.56
-7.08,-7.77,3.29
-8.98,-10.02,3.56
-0.86,0.20,0.14
-1.38,-0.15,6.44
-1.72,-6.56,5.36
-1.72,-0.15,4.28
-0.69,0.02,4.10
-1.72,-0.15,4.01
0.70,0.02,4.37
1.04,0.54,6.17
-2.24,-0.50,5.99
0.18,-0.32,5.27
2.08,0.72,4.82
-1.20,1.41,5.63
0.52,0.37,4.82
-0.69,6.95,3.11
-0.51,6.95,1.13
3.11,1.24,0.05
1.04,0.89,-0.04
1.39,-2.58,2.93
-1.03,0.89,5.18
-3.45,-2.23,5.81
-0.69,-5.69,5.09
-0.51,0.89,5.36
-0.17,-0.15,5.54
0.01,-0.15,5.90
0.18,0.02,5.00
0.35,0.54,7.16
-0.17,-3.61,10.13
-0.51,-3.61,10.13
-0.34,-6.73,10.22
0.18,-10.02,10.13
-0.51,-9.16,5.27
-5.52,-5.35,9.77
-5.52,-6.04,9.77
-3.45,-7.08,8.87
-2.07,-5.52,8.60
-7.25,1.41,5.90
-9.84,10.76,5.36
-9.67,8.68,6.35
-10.36,7.65,4.37
1.04,0.37,0.23
-2.24,-1.88,3.74
-5.69,-3.09,5.54
-2.07,-6.56,5.63
-0.34,-3.44,4.91
0.35,1.06,0.23
-4.31,-1.88,0.95
-0.17,-9.50,5.18
-0.17,-4.83,4.73
-1.20,-5.00,4.64
0.70,-7.60,4.91
-0.34,-4.48,10.22
0.01,-6.21,6.08
0.35,-5.17,5.90
0.52,0.54,5.00
-1.72,-0.15,4.01
-1.03,0.02,4.19
-1.20,1.06,4.55
-1.20,0.72,4.28
-0.86,1.06,4.73
0.35,5.05,9.95
1.04,0.37,7.61
-1.55,-0.84,6.53
-2.59,-2.58,5.00
-2.24,0.54,4.82
-2.59,0.37,4.46
-3.28,-0.84,3.56
-1.20,0.72,5.63
-5.87,-5.00,7.70
-2.93,-6.04,9.14
-0.17,0.72,5.09
0.87,0.20,7.52
0.18,-0.15,5.63
0.18,0.02,5.00
0.18,0.02,9.95
-0.51,-0.15,5.18
0.18,-0.15,5.27
0.35,-0.15,5.63
-0.34,5.91,8.69
7.95,2.79,8.24
-0.17,5.57,8.33
-0.69,-0.15,5.09
-0.34,-0.15,5.45
0.18,0.20,6.17
1.91,0.72,7.43
3.11,0.72,5.90
3.46,0.37,5.99
1.91,-1.54,7.07
3.63,2.97,6.80
0.52,5.91,8.06
-2.07,3.83,5.18
0.18,6.78,9.68
0.35,0.20,5.63
0.35,6.95,10.13
0.35,5.05,9.95
0.52,4.70,9.95
0.35,5.05,9.95
0.35,6.95,10.13
0.18,7.13,10.04
0.18,5.05,9.95
0.52,5.22,10.13
0.35,5.05,9.95
0.35,5.05,9.95
-1.20,4.70,8.51
-1.03,4.53,8.33
1.04,7.13,9.95
-3.10,4.87,10.04
0.70,0.54,5.00
-4.14,3.14,7.43
-2.93,1.93,8.24
-0.34,-0.15,7.07
-5.35,2.28,8.60
-0.17,-0.32,7.43
-4.31,5.22,9.95
-4.83,5.05,10.04
-5.18,4.70,9.68
0.87,6.95,11.30
0.52,5.22,10.22
-0.86,3.31,5.99
0.01,6.78,11.39
0.35,0.02,5.63
0.35,0.02,5.27
0.18,0.02,5.27
-2.59,0.72,8.69
0.52,5.22,10.22
-0.51,6.09,8.69
0.70,6.61,8.33
0.35,6.78,9.32
-1.55,1.58,5.09
0.35,5.05,9.95
0.35,6.95,10.04
0.01,4.35,9.68
1.73,0.72,4.91
0.52,0.02,5.72
1.21,0.72,7.25
-1.55,-2.06,4.73
-2.07,-3.44,9.23
0.35,-4.48,10.04
-3.97,-5.52,10.40
-4.31,-5.87,8.42
-2.93,-1.54,7.97
-5.52,-5.35,7.88
-0.17,0.72,5.09
-1.89,0.72,6.08
-0.34,0.37,5.45
-1.38,-6.39,9.14
1.21,0.37,6.53
-5.18,-5.35,7.88
1.21,0.54,6.26
0.35,0.02,5.27
2.42,-0.84,6.62
1.04,0.37,10.04
0.70,-1.02,10.31
0.18,0.02,9.95
0.01,-5.00,9.95
-1.55,-6.21,9.32
-0.69,-9.33,5.27
0.01,-10.72,9.14
-2.76,-5.87,8.51
-1.72,-2.92,5.09
-3.28,-6.04,9.32
-4.83,0.20,9.95
1.56,-0.32,9.95
0.18,0.02,9.95
-6.56,-7.25,9.86
-5.18,-4.83,10.04
-3.79,-4.83,9.86
-2.76,-5.87,8.96
-5.52,-5.17,9.68
-4.66,-5.17,9.95
-3.10,-5.69,9.41
-5.52,-0.84,9.95
-5.00,0.02,10.04
-4.66,-5.87,9.95
-5.69,-2.92,9.95
-5.35,-6.04,10.04
-3.45,-5.69,9.41
-4.31,-4.31,10.40
-6.21,3.31,10.49
-2.41,-4.65,7.61
-0.51,-1.54,4.91
0.87,0.54,5.09
0.35,0.02,5.27
0.18,0.02,5.00
0.87,0.20,5.90
0.35,0.37,6.08
0.35,0.02,5.27
0.52,5.22,10.13
1.21,0.89,5.00
1.39,0.89,5.00
-4.83,3.49,8.78
-4.66,1.93,8.15
0.18,5.05,9.95
0.52,5.22,10.22
0.70,5.39,10.22
0.52,6.95,10.31
0.87,6.43,8.60
0.35,5.05,9.95
0.35,5.05,9.95
0.35,5.05,9.95
0.18,0.02,5.00
0.18,-0.15,5.63
0.18,-0.15,5.27
1.73,0.72,7.43
1.39,2.79,5.90
0.01,0.20,6.53
-0.51,0.02,5.63
0.01,-0.15,5.27
0.52,5.22,10.22
0.18,2.62,8.42
-2.07,4.18,9.14
-0.86,0.54,7.70
1.73,0.37,4.82
2.25,1.06,6.26
-1.89,0.54,4.73
-2.59,0.72,4.55
0.01,0.02,5.00
0.18,0.02,5.00
1.04,0.54,5.81
1.21,0.37,6.53
1.04,0.54,5.81
-1.72,-0.32,7.25
2.42,0.89,5.63
-2.59,-1.36,6.35
0.52,0.72,5.00
0.18,0.72,5.00
1.56,-1.88,4.64
-0.17,0.54,5.18
0.70,-1.88,1.40
-0.86,0.72,5.36
1.21,0.37,6.53
0.18,-0.15,5.99
0.18,-0.15,5.99
0.35,0.02,5.63
-0.34,-0.15,5.09
-0.34,-1.54,10.13
-0.51,-5.52,9.77
-0.51,-3.79,9.86
0.01,-5.17,9.95
-1.89,0.37,10.04
0.18,0.02,9.95
0.01,0.02,9.95
0.18,0.02,9.95
1.21,-0.15,10.04
-5.00,-0.15,10.04
-4.83,-0.50,9.86
-0.34,-2.92,10.31
-2.76,6.43,10.94
-3.79,-6.21,9.32
-4.14,-6.04,9.23
-4.14,0.89,7.97
0.01,-0.15,5.27
-0.86,0.02,6.44
0.01,-0.15,5.27
-1.38,0.20,6.53
-0.17,-0.15,5.27
0.18,0.02,5.00
-0.51,0.02,5.63
-4.31,1.24,9.14
0.01,0.02,9.95
-0.34,-5.87,9.95
-0.17,-5.87,9.95
-1.20,-5.87,10.13
-0.51,-5.17,9.95
-4.66,1.24,9.32
-0.34,0.89,10.04
0.01,-1.19,9.95
-2.41,-7.08,9.41
1.21,0.37,6.53
0.70,0.37,5.36
0.35,0.54,7.16
-1.38,-0.32,6.53
-4.49,-2.75,8.15
0.18,0.20,5.27
0.01,0.02,5.00
0.70,0.20,10.13
0.52,-2.92,10.22
0.01,-5.87,9.95
-0.51,-4.65,9.95
0.01,-4.83,10.04
0.18,-5.35,10.22
-0.17,-4.65,10.22
0.18,-9.16,9.59
-1.20,-9.50,6.62
-1.03,0.02,5.36
0.70,0.02,6.17
0.35,0.02,5.27
0.01,3.83,9.05
0.35,5.05,9.95
4.32,2.79,7.34
0.18,4.70,6.80
8.30,0.02,5.27
7.09,0.02,5.27
4.15,2.62,7.07
5.19,0.37,5.81
3.29,0.72,5.54
-0.51,0.72,4.55
0.35,5.05,9.95
0.35,5.05,9.95
0.35,5.05,9.95
0.35,5.05,9.95
0.35,5.05,9.95
0.18,0.02,5.27
0.35,5.05,9.95
0.18,0.02,5.00
0.70,1.58,7.88
0.52,5.22,10.22
0.52,5.22,10.13
0.18,2.28,9.05
0.35,5.05,9.95
0.35,5.05,9.95
0.18,0.02,5.00
0.18,0.02,5.00
0.87,0.54,6.17
-4.83,-4.83,6.89
-3.10,-5.69,9.41
-3.28,-6.21,9.14
-5.69,-6.04,10.13
-2.93,-6.04,9.32
0.87,0.54,6.17
-3.79,-6.39,8.33
-1.03,-8.64,5.27
0.18,-5.52,4.73
0.01,-5.00,5.09
-1.55,-6.21,5.36
-1.89,-6.39,5.45
-0.69,-7.25,5.27
-0.86,-9.85,9.32
-2.24,-2.23,8.78
-5.87,-5.35,9.95
-2.93,-6.56,9.41
1.04,0.37,6.35
-5.00,-5.87,10.22
-0.69,0.02,5.99
-4.66,-6.91,10.04
0.01,-0.15,5.99
-0.34,0.20,5.99
0.18,0.02,5.27
1.91,0.89,4.91
0.70,0.72,4.91
0.70,0.89,5.00
1.04,0.54,6.17
2.60,1.06,5.99
0.35,5.05,9.95
0.01,4.35,9.68
0.18,0.02,5.36
-0.86,-0.15,4.82
0.87,0.54,7.43
0.18,-0.15,9.95
0.01,-0.15,9.86
0.18,0.02,5.00
-3.62,0.72,7.88
0.35,5.05,9.95
0.35,5.05,9.95
0.52,4.70,10.04
0.35,5.05,9.95
0.35,5.05,9.95
0.18,0.20,4.55
3.63,2.45,5.63
0.35,5.05,9.95
3.81,0.37,6.62
1.91,0.72,5.09
-0.34,-0.15,5.18
-1.55,-6.73,9.14
0.18,-5.17,10.04
-1.72,-7.25,9.41
-0.34,-5.00,9.95
-3.79,-6.39,9.86
-2.07,-3.44,8.96
0.01,-5.17,9.95
1.04,0.54,6.17
1.04,0.54,6.26
0.35,0.02,5.27
0.01,-5.17,9.86
0.18,0.02,5.00
0.18,-0.15,5.63
0.18,0.02,5.27
0.70,0.72,8.51
-3.79,1.24,9.05
-0.69,-6.04,9.95
-2.41,-6.39,8.42
-1.55,-8.46,5.63
0.35,-10.02,5.09
0.70,-9.50,7.25
-0.34,-4.83,10.04
0.01,-6.39,9.50
-0.17,-8.81,5.90
0.35,-5.87,7.34
1.04,-4.48,7.88
1.91,-10.72,6.80
0.35,-10.02,5.09
1.39,-10.02,6.53
0.35,-10.02,5.09
0.87,-8.98,0.41
5.01,-8.46,5.18
0.35,-10.02,5.09
-1.38,-9.16,5.81
-1.55,-8.98,9.50
-0.17,-6.39,10.22
0.01,-6.39,6.62
0.70,-4.65,10.31
-1.03,-8.64,5.27
-0.69,-9.85,6.62
-0.86,-9.85,9.14
-2.41,-6.91,8.96
-4.14,-6.04,8.42
0.70,0.37,5.81
1.04,0.54,6.26
0.35,-0.15,6.44
0.35,0.20,5.81
1.91,0.72,7.25
3.46,0.37,5.00
1.21,0.54,5.00
1.73,0.72,6.80
1.91,0.72,6.80
-0.34,0.89,7.34
1.56,0.54,6.98
-1.55,1.93,0.86
-3.79,-0.15,4.46
-0.69,0.89,5.18
5.53,-0.15,4.91
8.30,0.02,5.09
5.53,-0.32,4.73
1.39,0.54,4.91
1.21,0.20,6.80
-4.14,-3.61,4.91
1.04,0.54,5.81
0.52,0.54,5.00
0.87,0.37,5.81
0.35,0.54,7.16
-3.10,-5.87,9.32
-2.59,-6.21,5.90
-1.20,-6.04,5.63
-3.45,-6.39,9.05
-2.93,-4.48,4.82
-6.04,-4.65,7.70
1.21,0.89,5.00
-2.93,-1.36,4.64
2.08,0.72,5.54
-0.34,1.76,8.69
-0.17,-0.15,6.89
0.01,4.35,9.68
0.70,0.89,5.18
1.39,0.37,7.34
-0.34,0.72,5.27
2.42,1.24,6.62
0.70,0.54,4.91
2.08,0.72,5.81
0.18,0.72,1.76
-0.34,0.89,5.27
1.91,0.54,6.35
2.08,0.37,4.82
-0.34,0.02,7.43
-0.34,-0.15,7.97
0.87,0.72,4.91
0.52,0.72,5.00
1.73,0.89,4.91
2.25,0.89,6.53
0.87,0.02,5.27
0.52,0.54,4.91
0.35,0.02,4.91
0.52,0.37,4.91
0.01,0.02,0.05
0.35,0.02,5.00
-2.93,-4.48,4.91
0.70,0.54,6.62
0.52,0.54,4.91
-1.89,-4.65,4.82
-5.35,-4.13,7.43
0.35,0.20,5.81
-3.97,-6.39,8.15
-3.79,-3.96,0.05
-3.10,-3.79,0.23
-7.59,4.53,1.67
-8.98,-0.15,5.90
-10.53,9.20,4.10
-10.19,7.82,4.28
-9.84,7.65,4.28
-10.01,7.47,3.83
-6.39,-0.84,5.09
-6.21,0.20,5.27
-5.87,-0.84,5.27
-12.60,1.58,6.26
-12.26,1.06,5.54
-12.60,0.72,5.63
0.87,0.89,5.00
0.52,0.89,7.43
0.01,1.06,8.24
0.35,0.02,5.63
-0.51,0.02,4.64
0.35,0.02,5.36
0.01,-0.15,5.27
-4.49,0.89,10.04
0.35,0.02,5.63
0.52,3.49,9.41
0.18,0.02,5.00
-0.51,5.74,8.96
-0.17,-0.15,5.45
0.35,5.05,9.95
0.18,1.76,6.98
2.25,0.72,5.99
3.46,0.20,4.64
-0.51,-0.15,4.91
-0.17,-0.32,9.95
-0.51,-0.15,4.91
0.01,-0.15,9.95
0.70,0.20,5.81
0.35,0.02,5.63
1.73,0.89,4.91
1.39,0.89,4.91
0.52,0.72,5.00
-1.55,-2.58,5.00
-3.28,-4.13,5.54
-2.59,-1.19,9.41
-5.18,-5.52,9.77
-1.72,-4.65,8.96
-2.76,-6.21,9.05
1.39,0.37,6.53
-0.69,-0.32,5.00
0.87,0.89,5.00
0.70,0.72,4.91
2.08,0.89,5.18
1.04,0.54,6.53
0.35,4.01,9.68
0.18,0.02,5.00
-1.38,-0.32,8.51
-0.17,-2.92,10.31
-2.07,-3.61,9.32
-1.03,-0.15,7.61
0.70,-0.67,10.31
0.87,0.54,6.71
0.01,-0.15,5.90
-1.03,-0.32,4.73
0.01,0.02,5.00
1.21,0.54,5.00
-0.17,-0.32,7.43
-0.34,-0.15,7.43
-0.17,-0.15,7.79
0.35,5.05,9.95
0.18,0.02,5.00
0.18,-0.15,5.63
0.87,0.20,7.52
0.01,5.91,9.77
3.11,4.53,6.53
0.52,6.95,10.13
0.01,6.43,9.68
1.39,6.78,9.14
5.88,1.24,9.05
-0.86,-0.67,4.28
6.57,0.02,5.63
2.77,3.83,5.81
4.32,0.54,5.63
2.94,3.66,5.81
0.18,5.91,7.61
0.35,5.05,9.95
-0.86,5.39,9.23
0.01,6.61,9.32
0.70,6.95,10.85
0.01,6.09,10.31
-0.86,5.57,9.50
-1.20,4.70,8.15
0.52,5.22,10.22
0.87,6.95,9.41
0.35,6.95,10.04
1.56,6.09,6.98
0.35,4.01,9.68
0.52,6.95,10.31
0.52,5.74,10.22
0.35,5.05,9.95
2.08,0.72,5.00
2.42,1.58,6.44
2.08,2.10,7.16
2.25,0.89,5.63
0.52,0.72,5.09
2.08,7.65,5.81
-0.17,1.24,4.10
2.08,1.76,5.27
-2.76,0.54,4.91
-2.24,-1.19,0.41
0.70,-1.54,2.30
-7.94,-0.84,2.03
1.21,0.72,-0.04
0.70,0.54,4.82
-0.86,-5.00,5.18
0.87,0.89,-0.04
0.35,0.37,5.00
-0.34,-1.71,0.50
-0.17,0.72,5.63
0.35,0.37,5.00
1.04,0.72,5.72
0.01,0.02,4.91
-4.14,-4.48,4.73
-0.51,0.89,5.36
2.25,0.54,4.91
5.01,-0.84,4.64
-2.76,-6.73,3.47
-5.18,-7.77,3.65
2.60,-0.67,4.73
5.53,-0.67,4.82
1.21,-1.02,4.82
1.56,5.74,8.51
0.52,0.20,5.27
-0.17,-1.02,4.91
2.42,-0.15,4.82
-0.17,1.58,4.82
0.52,5.74,8.87
1.21,6.26,9.41
0.70,6.43,8.60
0.35,5.05,9.95
0.35,5.05,9.95
0.35,4.01,9.59
-0.17,0.02,5.27
-1.55,1.06,8.78
0.18,0.02,5.00
0.18,0.02,5.00
0.01,0.02,5.00
-0.69,1.06,10.04
0.01,0.72,9.95
0.01,0.20,9.95
0.01,0.02,9.95
-0.17,-3.61,9.95
0.01,0.02,9.95
1.04,0.54,6.17
-0.51,-5.17,10.22
-0.51,-3.79,9.86
-0.51,-2.40,9.95
0.01,0.20,9.77
-1.20,-0.50,7.70
0.01,0.02,5.00
0.01,0.02,5.00
0.01,0.02,5.00
0.18,0.02,5.00
0.18,0.02,5.00
0.52,2.45,9.23
0.01,0.02,5.00
0.35,0.02,5.63
0.18,-0.15,5.63
0.35,0.02,5.27
0.01,0.20,5.99
-0.86,-0.15,5.45
-5.87,-4.83,7.97
-3.28,-2.58,7.43
-3.28,-1.88,5.63
-3.10,-2.58,4.82
1.39,1.76,3.47
-5.18,-1.88,7.70
-0.17,-0.15,6.71
1.04,0.37,7.25
0.87,0.54,6.17
0.70,0.89,5.00
0.18,0.72,4.91
-1.38,-0.84,4.19
1.91,-0.15,0.32
-1.72,-2.23,4.46
-7.59,5.22,4.01
-1.72,-1.71,4.64
1.56,1.06,5.00
-0.69,4.70,6.17
2.08,0.89,5.00
0.70,0.72,5.00
2.25,0.89,5.90
1.73,2.45,6.08
-0.17,2.79,5.81
-0.86,5.57,9.23
-0.17,6.26,9.86
2.25,0.72,5.45
0.35,5.05,9.95
0.01,6.61,10.58
-1.03,5.74,9.05
0.52,5.74,10.13
-3.62,0.72,7.88
0.01,0.02,4.82
1.91,0.89,4.91
-2.59,-3.44,5.36
0.35,0.02,5.63
-4.31,1.06,9.95
0.35,0.02,5.63
1.91,0.89,4.91
0.87,0.54,6.62
-0.17,-5.52,5.00
-1.20,-6.73,5.09
-6.73,-3.61,8.69
-2.41,-7.25,9.41
1.21,0.37,6.53
-3.28,-6.04,8.69
